chr	start	end	flagstat	target	mstart	mapq	cigar	identity	strand	distance	matches	max_identity
chrY	9554000	9559000	256	chrY_hg002	9696332	0	189S909M2D2514M1388S	96.6111598013438	-	137332	3423	96.6111598013438
chrY	9555000	9560000	256	chrY_hg002	9697143	0	98M2D2514M2388S	95.5972434915773	-	137143	2612	95.5972434915773
chrY	9556000	9561000	256	chrY_hg002	9698145	0	1612M3388S	96.4019851116625	-	137145	1612	96.4019851116625
chrY	9567000	9572000	256	chrY_hg002	9752968	0	3229S1771M	91.9819311123659	-	180968	1771	91.9819311123659
chrY	9568000	9573000	256	chrY_hg002	9752968	0	2229S2771M	94.8754962107542	-	179968	2771	94.8754962107542
chrY	9569000	9574000	256	chrY_hg002	9752968	0	1229S3593M178S	96.0200389646535	-	178968	3593	96.0200389646535
chrY	9570000	9575000	256	chrY_hg002	9752968	0	229S3593M1178S	96.0200389646535	-	177968	3593	96.0200389646535
chrY	9571000	9576000	256	chrY_hg002	9753739	0	2822M2178S	94.9681077250177	-	177739	2822	94.9681077250177
chrY	9572000	9577000	256	chrY_hg002	9757227	0	2488S909M2I1601M	97.6910828025478	-	180227	2510	97.6910828025478
chrY	9573000	9578000	256	chrY_hg002	9757227	0	1488S909M2I2514M87S	96.6423357664234	-	179227	3423	96.6423357664234
chrY	9574000	9579000	256	chrY_hg002	9757227	0	488S909M2I2514M1087S	96.6423357664234	-	178227	3423	96.6423357664234
chrY	9575000	9580000	256	chrY_hg002	9757739	0	397M2I2514M2087S	96.0521798832818	-	177739	2911	96.0521798832818
chrY	9576000	9581000	0	chrY_hg002	9393397	0	1913M3087S	97.0203868269733	-	187603	1913	97.0203868269733
chrY	9587000	9592000	256	chrY_hg002	9022473	0	3535S1465M	90.3754266211604	-	569527	1465	90.3754266211604
chrY	9587000	9592000	256	chrY_hg002	9042805	0	3535S1465M	90.3754266211604	-	549195	1465	90.3754266211604
chrY	9587000	9592000	256	chrY_hg002	9245610	0	3535S1465M	90.3754266211604	-	346390	1465	90.3754266211604
chrY	9587000	9592000	256	chrY_hg002	9265873	0	3535S1465M	90.3754266211604	-	326127	1465	90.3754266211604
chrY	9588000	9593000	256	chrY_hg002	9022473	0	2535S2465M	94.2799188640974	-	570527	2465	94.2799188640974
chrY	9589000	9594000	256	chrY_hg002	9022473	0	1535S3465M	95.9018759018759	-	571527	3465	95.9018759018759
chrY	9590000	9595000	256	chrY_hg002	9022473	0	535S3611M854S	96.0675713098865	-	572527	3611	96.0675713098865
chrY	9591000	9596000	256	chrY_hg002	9022938	0	3146M1854S	95.4863318499682	-	573062	3146	95.4863318499682
chrY	9592000	9597000	256	chrY_hg002	9084823	0	1153M18I975M2854S	99.1146318732526	-	512177	2128	99.1146318732526
chrY	9593000	9598000	256	chrY_hg002	9107897	0	1812S3188M	98.2434127979925	-	490103	3188	98.2434127979925
chrY	9593000	9598000	256	chrY_hg002	9189031	0	1812S3188M	98.2434127979925	-	408969	3188	98.2434127979925
chrY	9593000	9598000	256	chrY_hg002	9209309	0	1812S3188M	98.2434127979925	-	388691	3188	98.2434127979925
chrY	9593000	9598000	256	chrY_hg002	9290447	0	1812S3188M	98.2434127979925	-	307553	3188	98.2434127979925
chrY	9593000	9598000	256	chrY_hg002	9310727	0	1812S3188M	98.2434127979925	-	287273	3188	98.2434127979925
chrY	9594000	9599000	0	chrY_hg002	9533909	2	812S3423M765S	96.7280163599182	-	65091	3423	96.7280163599182
chrY	9595000	9600000	0	chrY_hg002	9534097	1	3235M1765S	96.5378670788253	-	65903	3235	96.5378670788253
chrY	9596000	9601000	256	chrY_hg002	9068543	0	2235M2765S	97.4496644295302	-	532457	2235	97.4496644295302
chrY	9596000	9601000	0	chrY_hg002	9291635	0	2235M2765S	97.4496644295302	-	309365	2235	97.4496644295302
chrY	9596000	9601000	256	chrY_hg002	9535097	0	2235M2765S	97.4496644295302	-	65903	2235	97.4496644295302
chrY	9597000	9602000	256	chrY_hg002	9069543	0	1235M3765S	95.3846153846154	-	532457	1235	95.3846153846154
chrY	9597000	9602000	0	chrY_hg002	9515814	0	1235M3765S	95.3846153846154	-	86186	1235	95.3846153846154
chrY	9607000	9612000	256	chrY_hg002	9144198	0	3843S1157M	99.8271391529818	-	467802	1157	99.8271391529818
chrY	9607000	9612000	256	chrY_hg002	9347031	0	3843S1157M	99.8271391529818	-	264969	1157	99.8271391529818
chrY	9608000	9613000	256	chrY_hg002	9144198	0	2843S2157M	93.3704218822439	-	468802	2157	93.3704218822439
chrY	9608000	9613000	256	chrY_hg002	9347031	0	2843S2157M	93.3704218822439	-	265969	2157	93.3704218822439
chrY	9609000	9614000	256	chrY_hg002	9144198	0	1843S3157M	92.0494140006335	-	469802	3157	92.0494140006335
chrY	9609000	9614000	256	chrY_hg002	9347031	0	1843S3157M	92.0494140006335	-	266969	3157	92.0494140006335
chrY	9610000	9615000	256	chrY_hg002	9144198	0	843S3593M564S	92.9863623712775	-	470802	3593	92.9863623712775
chrY	9610000	9615000	256	chrY_hg002	9347031	0	843S3593M564S	92.9863623712775	-	267969	3593	92.9863623712775
chrY	9611000	9616000	256	chrY_hg002	9347188	0	3436M1564S	92.6658905704307	-	268812	3436	92.6658905704307
chrY	9612000	9617000	256	chrY_hg002	9145500	0	145S2291M2564S	93.6272370144042	-	471500	2291	93.6272370144042
chrY	9612000	9617000	256	chrY_hg002	9246912	0	145S2291M2564S	93.6272370144042	-	370088	2291	93.6272370144042
chrY	9612000	9617000	256	chrY_hg002	9348333	0	145S2291M2564S	93.6272370144042	-	268667	2291	93.6272370144042
chrY	9613000	9618000	256	chrY_hg002	9716619	0	2102S2898M	97.9986197377502	-	98619	2898	97.9986197377502
chrY	9614000	9619000	256	chrY_hg002	9716619	0	1102S3426M472S	96.5557501459428	-	97619	3426	96.5557501459428
chrY	9615000	9620000	256	chrY_hg002	9716619	0	102S3426M1472S	96.5557501459428	-	96619	3426	96.5557501459428
chrY	9616000	9621000	256	chrY_hg002	9697298	0	69S2459M2472S	97.5193167954453	-	76298	2459	97.5193167954453
chrY	9616000	9621000	256	chrY_hg002	9717586	0	69S2459M2472S	97.5193167954453	-	96586	2459	97.5193167954453
chrY	9617000	9622000	256	chrY_hg002	9698229	0	1528M3472S	96.2041884816754	-	76229	1528	96.2041884816754
chrY	9628000	9633000	256	chrY_hg002	9002167	0	3160S1840M	92.2826086956522	-	630833	1840	92.2826086956522
chrY	9629000	9634000	256	chrY_hg002	9002167	0	2160S2840M	94.8943661971831	-	631833	2840	94.8943661971831
chrY	9629000	9634000	256	chrY_hg002	9732657	0	2160S2840M	94.8943661971831	-	98657	2840	94.8943661971831
chrY	9630000	9635000	256	chrY_hg002	9732657	0	1160S3594M246S	95.9654980523094	-	97657	3594	95.9654980523094
chrY	9631000	9636000	256	chrY_hg002	9732657	0	160S3594M1246S	95.9654980523094	-	96657	3594	95.9654980523094
chrY	9632000	9637000	2048	chrY_hg002	9736917	0	3420H1580M	96.3924050632911	-	99917	1580	96.3924050632911
chrY	9633000	9638000	256	chrY_hg002	9736917	0	2420S2580M	97.6744186046512	-	98917	2580	97.6744186046512
chrY	9634000	9639000	256	chrY_hg002	9736917	0	1420S3427M153S	98.1908374671725	-	97917	3427	98.1908374671725
chrY	9635000	9640000	256	chrY_hg002	9736917	0	420S3427M1153S	98.1908374671725	-	96917	3427	98.1908374671725
chrY	9636000	9641000	256	chrY_hg002	9737497	0	2847M2153S	97.8222690551458	-	96497	2847	97.8222690551458
chrY	9637000	9642000	256	chrY_hg002	9738497	0	1847M3153S	99.7292907417434	-	96497	1847	99.7292907417434
chrY	9648000	9653000	256	chrY_hg002	9489085	0	3460S1540M	90.9090909090909	-	163915	1540	90.9090909090909
chrY	9649000	9654000	0	chrY_hg002	9489085	0	2460S2540M	94.488188976378	-	164915	2540	94.488188976378
chrY	9650000	9655000	256	chrY_hg002	9489085	0	1460S3540M	95.9887005649718	-	165915	3540	95.9887005649718
chrY	9651000	9656000	256	chrY_hg002	9489085	0	460S3611M929S	96.0675713098865	-	166915	3611	96.0675713098865
chrY	9652000	9657000	256	chrY_hg002	9164999	0	3071M1929S	95.3760989905568	-	492001	3071	95.3760989905568
chrY	9652000	9657000	256	chrY_hg002	9489625	0	3071M1929S	95.3760989905568	-	167375	3071	95.3760989905568
chrY	9653000	9658000	256	chrY_hg002	9168736	0	2737S2263M	97.3928413610252	-	489264	2263	97.3928413610252
chrY	9653000	9658000	256	chrY_hg002	9270150	0	2737S2263M	97.3928413610252	-	387850	2263	97.3928413610252
chrY	9653000	9658000	256	chrY_hg002	9371571	0	2737S2263M	97.3928413610252	-	286429	2263	97.3928413610252
chrY	9654000	9659000	256	chrY_hg002	9168736	0	1737S3263M	98.0999080600674	-	490264	3263	98.0999080600674
chrY	9654000	9659000	256	chrY_hg002	9270150	0	1737S3263M	98.0999080600674	-	388850	3263	98.0999080600674
chrY	9655000	9660000	256	chrY_hg002	9168736	0	737S3427M836S	98.1908374671725	-	491264	3427	98.1908374671725
chrY	9655000	9660000	256	chrY_hg002	9270150	0	737S3427M836S	98.1908374671725	-	389850	3427	98.1908374671725
chrY	9656000	9661000	256	chrY_hg002	9168999	0	3164M1836S	98.0404551201011	-	492001	3164	98.0404551201011
chrY	9656000	9661000	256	chrY_hg002	9270413	0	3164M1836S	98.0404551201011	-	390587	3164	98.0404551201011
chrY	9657000	9662000	256	chrY_hg002	9169999	0	2164M2836S	99.815157116451	-	492001	2164	99.815157116451
chrY	9657000	9662000	256	chrY_hg002	9271413	0	2164M2836S	99.815157116451	-	390587	2164	99.815157116451
chrY	9658000	9663000	256	chrY_hg002	9170999	0	1164M3836S	99.7422680412371	-	492001	1164	99.7422680412371
chrY	9658000	9663000	256	chrY_hg002	9272413	0	1164M3836S	99.7422680412371	-	390587	1164	99.7422680412371
chrY	9668000	9673000	0	chrY_hg002	9529632	0	3774S1198M28S	100	-	143368	1198	100
chrY	9669000	9674000	256	chrY_hg002	9529632	0	2774S2226M	93.6657681940701	-	144368	2226	93.6657681940701
chrY	9670000	9675000	256	chrY_hg002	9529632	0	1774S3226M	95.6292622442654	-	145368	3226	95.6292622442654
chrY	9671000	9676000	256	chrY_hg002	9529632	0	774S3611M615S	96.095264469676	-	146368	3611	96.095264469676
chrY	9672000	9677000	256	chrY_hg002	9529858	0	3385M1615S	95.834564254062	-	147142	3385	95.834564254062
chrY	9673000	9678000	256	chrY_hg002	9530934	0	76S2309M2615S	98.3975747076656	-	147066	2309	98.3975747076656
chrY	9674000	9679000	256	chrY_hg002	9533909	0	2051S2949M	98.1349610037301	-	145091	2949	98.1349610037301
chrY	9675000	9680000	256	chrY_hg002	9533909	0	1051S3423M526S	96.6988022202746	-	146091	3423	96.6988022202746
chrY	9676000	9681000	256	chrY_hg002	9513626	0	51S3423M1526S	96.6988022202746	-	167374	3423	96.6988022202746
chrY	9677000	9682000	256	chrY_hg002	9433427	0	15S2459M2526S	97.6413176087841	-	248573	2459	97.6413176087841
chrY	9677000	9682000	256	chrY_hg002	9534873	0	15S2459M2526S	97.6413176087841	-	147127	2459	97.6413176087841
chrY	9678000	9683000	0	chrY_hg002	9434412	0	1474M3526S	96.1329715061058	-	248588	1474	96.1329715061058
chrY	9689000	9694000	256	chrY_hg002	9123919	0	3076S1924M	92.6195426195426	-	570081	1924	92.6195426195426
chrY	9689000	9694000	256	chrY_hg002	9326749	0	3076S1924M	92.6195426195426	-	367251	1924	92.6195426195426
chrY	9689000	9694000	256	chrY_hg002	9428200	0	3076S1924M	92.6195426195426	-	265800	1924	92.6195426195426
chrY	9690000	9695000	256	chrY_hg002	9123919	0	2076S2924M	91.4500683994528	-	571081	2924	91.4500683994528
chrY	9690000	9695000	256	chrY_hg002	9326749	0	2076S2924M	91.4500683994528	-	368251	2924	91.4500683994528
chrY	9691000	9696000	256	chrY_hg002	9123919	0	1076S3589M335S	93.006408470326	-	572081	3589	93.006408470326
chrY	9691000	9696000	256	chrY_hg002	9326749	0	1076S3589M335S	93.006408470326	-	369251	3589	93.006408470326
chrY	9692000	9697000	256	chrY_hg002	9123919	0	76S3589M1335S	93.006408470326	-	573081	3589	93.006408470326
chrY	9692000	9697000	256	chrY_hg002	9326749	0	76S3589M1335S	93.006408470326	-	370251	3589	93.006408470326
chrY	9693000	9698000	256	chrY_hg002	9124843	0	2665M2335S	90.5816135084428	-	573157	2665	90.5816135084428
chrY	9693000	9698000	256	chrY_hg002	9226255	0	2665M2335S	90.5816135084428	-	471745	2665	90.5816135084428
chrY	9693000	9698000	256	chrY_hg002	9327673	0	2665M2335S	90.5816135084428	-	370327	2665	90.5816135084428
chrY	9694000	9699000	256	chrY_hg002	9554190	0	2331S909M2I1758M	97.7894342450356	-	144810	2667	97.7894342450356
chrY	9695000	9700000	256	chrY_hg002	9554190	0	1331S909M2I2514M244S	96.6131386861314	-	145810	3423	96.6131386861314
chrY	9696000	9701000	256	chrY_hg002	9554190	0	331S909M2I2514M1244S	96.6131386861314	-	146810	3423	96.6131386861314
chrY	9697000	9702000	256	chrY_hg002	9554859	0	240M2I2514M2244S	95.8272859216256	-	147141	2754	95.8272859216256
chrY	9698000	9703000	256	chrY_hg002	9555857	0	1756M3244S	96.6970387243736	-	147143	1756	96.6970387243736
chrY	9709000	9714000	256	chrY_hg002	9489085	0	3359S1641M	91.3467397928093	-	224915	1641	91.3467397928093
chrY	9709000	9714000	256	chrY_hg002	9651461	0	3359S1641M	91.3467397928093	-	62539	1641	91.3467397928093
chrY	9710000	9715000	256	chrY_hg002	9489085	0	2359S2544M97S	94.3003144654088	-	225915	2544	94.3003144654088
chrY	9710000	9715000	256	chrY_hg002	9651461	0	2359S2544M97S	94.3003144654088	-	63539	2544	94.3003144654088
chrY	9711000	9716000	256	chrY_hg002	9752968	0	1359S3593M48S	92.9028666852213	-	36968	3593	92.9028666852213
chrY	9712000	9717000	256	chrY_hg002	9752968	0	359S3593M1048S	92.9028666852213	-	35968	3593	92.9028666852213
chrY	9713000	9718000	256	chrY_hg002	9550572	0	2952M2048S	91.3617886178862	-	167428	2952	91.3617886178862
chrY	9714000	9719000	256	chrY_hg002	9615103	0	2618S2382M	97.5650713685978	-	103897	2382	97.5650713685978
chrY	9715000	9720000	256	chrY_hg002	9615103	0	1618S3382M	96.5109402720284	-	104897	3382	96.5109402720284
chrY	9716000	9721000	256	chrY_hg002	9615103	0	618S3426M956S	96.5557501459428	-	105897	3426	96.5557501459428
chrY	9717000	9722000	256	chrY_hg002	9615485	0	3044M1956S	96.1235216819974	-	106515	3044	96.1235216819974
chrY	9718000	9723000	256	chrY_hg002	9697713	0	2044M2956S	97.1135029354208	-	25287	2044	97.1135029354208
chrY	9719000	9724000	256	chrY_hg002	9556569	0	1044M3956S	94.3486590038314	-	167431	1044	94.3486590038314
chrY	9719000	9724000	256	chrY_hg002	9698713	0	1044M3956S	94.3486590038314	-	25287	1044	94.3486590038314
chrY	9729000	9734000	256	chrY_hg002	9002167	0	3656S1344M	92.0386904761905	-	731833	1344	92.0386904761905
chrY	9730000	9735000	256	chrY_hg002	9002167	0	2656S2344M	93.8566552901024	-	732833	2344	93.8566552901024
chrY	9731000	9736000	256	chrY_hg002	9002167	0	1656S3344M	95.6638755980861	-	733833	3344	95.6638755980861
chrY	9731000	9736000	256	chrY_hg002	9631161	0	1656S3344M	95.6638755980861	-	104839	3344	95.6638755980861
chrY	9732000	9737000	256	chrY_hg002	9631161	0	656S3594M750S	95.9654980523094	-	105839	3594	95.9654980523094
chrY	9733000	9738000	256	chrY_hg002	9631505	0	3250M1750S	95.5384615384615	-	106495	3250	95.5384615384615
chrY	9734000	9739000	256	chrY_hg002	9632505	0	2250M2750S	98.3111111111111	-	106495	2250	98.3111111111111
chrY	9735000	9740000	256	chrY_hg002	9635421	0	1916S3084M	98.0544747081712	-	104579	3084	98.0544747081712
chrY	9736000	9741000	256	chrY_hg002	9635421	0	916S3427M657S	98.1908374671725	-	105579	3427	98.1908374671725
chrY	9737000	9742000	256	chrY_hg002	9635505	0	3343M1657S	98.1453784026324	-	106495	3343	98.1453784026324
chrY	9738000	9743000	256	chrY_hg002	9636505	0	2343M2657S	99.7865983781477	-	106495	2343	99.7865983781477
chrY	9739000	9744000	256	chrY_hg002	9637505	0	1343M3657S	99.7021593447506	-	106495	1343	99.7021593447506
chrY	9749000	9754000	256	chrY_hg002	9265873	0	3967S1033M	99.9031945788964	-	488127	1033	99.9031945788964
chrY	9749000	9754000	256	chrY_hg002	9387618	0	3967S1033M	99.9031945788964	-	366382	1033	99.9031945788964
chrY	9749000	9754000	256	chrY_hg002	9793553	0	3967S1033M	99.9031945788964	-	39553	1033	99.9031945788964
chrY	9750000	9755000	256	chrY_hg002	9387618	0	2967S2033M	93.0644367929169	-	367382	2033	93.0644367929169
chrY	9751000	9756000	256	chrY_hg002	9570230	0	1967S3033M	95.2851961754039	-	185770	3033	95.2851961754039
chrY	9752000	9757000	256	chrY_hg002	9570230	0	967S3593M440S	96.0200389646535	-	186770	3593	96.0200389646535
chrY	9753000	9758000	256	chrY_hg002	9570263	0	3560M1440S	95.9831460674157	-	187737	3560	95.9831460674157
chrY	9754000	9759000	256	chrY_hg002	9571263	0	2560M2440S	94.4921875	-	187737	2560	94.4921875
chrY	9755000	9760000	256	chrY_hg002	9574489	0	2226S909M2D1865M	97.9091564527758	-	185511	2774	97.9091564527758
chrY	9756000	9761000	256	chrY_hg002	9574489	0	1226S909M2D2514M351S	96.6403739409874	-	186511	3423	96.6403739409874
chrY	9757000	9762000	256	chrY_hg002	9574489	0	226S909M2D2514M1351S	96.6403739409874	-	187511	3423	96.6403739409874
chrY	9758000	9763000	256	chrY_hg002	9068129	0	2649M2351S	95.6587391468479	-	694871	2649	95.6587391468479
chrY	9758000	9763000	256	chrY_hg002	9189805	0	2649M2351S	95.6587391468479	-	573195	2649	95.6587391468479
chrY	9758000	9763000	256	chrY_hg002	9473834	0	2649M2351S	95.6587391468479	-	289166	2649	95.6587391468479
chrY	9758000	9763000	256	chrY_hg002	9575263	0	135M2D2514M2351S	95.6587391468479	-	187737	2649	95.6587391468479
chrY	9759000	9764000	256	chrY_hg002	9393661	0	1649M3351S	96.4827167980594	-	370339	1649	96.4827167980594
chrY	9759000	9764000	256	chrY_hg002	9576265	0	1649M3351S	96.4827167980594	-	187735	1649	96.4827167980594
chrY	9770000	9775000	256	chrY_hg002	9164459	0	3244S1756M	91.9134396355353	-	610541	1756	91.9134396355353
chrY	9771000	9776000	256	chrY_hg002	9245610	0	2244S2756M	90.9288824383164	-	530390	2756	90.9288824383164
chrY	9772000	9777000	256	chrY_hg002	9245610	0	1244S3593M163S	92.9863623712775	-	531390	3593	92.9863623712775
chrY	9773000	9778000	256	chrY_hg002	9245610	0	244S3593M1163S	92.9863623712775	-	532390	3593	92.9863623712775
chrY	9774000	9779000	256	chrY_hg002	9144954	0	2837M2163S	91.1526260133944	-	634046	2837	91.1526260133944
chrY	9774000	9779000	256	chrY_hg002	9246366	0	2837M2163S	91.1526260133944	-	532634	2837	91.1526260133944
chrY	9774000	9779000	256	chrY_hg002	9347787	0	2837M2163S	91.1526260133944	-	431213	2837	91.1526260133944
chrY	9775000	9780000	256	chrY_hg002	9107897	0	2503S798M1I111M4I1583M	97.3167801361634	-	672103	2492	97.3167801361634
chrY	9775000	9780000	256	chrY_hg002	9148457	0	2503S798M1I111M2I878M1I706M	97.3167801361634	-	631543	2493	97.3167801361634
chrY	9775000	9780000	256	chrY_hg002	9189031	0	2503S798M1I111M4I1583M	97.3167801361634	-	590969	2492	97.3167801361634
chrY	9775000	9780000	256	chrY_hg002	9249869	0	2503S798M1I111M2I878M1I706M	97.3167801361634	-	530131	2493	97.3167801361634
chrY	9775000	9780000	256	chrY_hg002	9310727	0	2503S798M1I111M4I1583M	97.3167801361634	-	469273	2492	97.3167801361634
chrY	9776000	9781000	256	chrY_hg002	9087617	0	1503S798M1I111M2I2384M3I198M	97.9982842436374	-	693383	3491	97.9982842436374
chrY	9777000	9782000	256	chrY_hg002	9087617	0	503S798M1I111M2I2384M3I333M865S	98.045154185022	-	694383	3626	98.045154185022
chrY	9778000	9783000	256	chrY_hg002	9088114	0	301M1I111M2I2384M3I333M1865S	97.7671451355662	-	694886	3129	97.7671451355662
chrY	9779000	9784000	256	chrY_hg002	8967325	0	2135M2865S	99.8594847775176	-	816675	2135	99.8594847775176
chrY	9780000	9785000	256	chrY_hg002	8968325	0	1135M3865S	99.9118942731278	-	816675	1135	99.9118942731278
chrY	9790000	9795000	0	chrY_hg002	9022473	0	3552S1448M	90.3314917127072	-	772527	1448	90.3314917127072
chrY	9790000	9795000	256	chrY_hg002	9164459	0	3552S1448M	90.3314917127072	-	630541	1448	90.3314917127072
chrY	9790000	9795000	256	chrY_hg002	9245610	0	3552S1448M	90.3314917127072	-	549390	1448	90.3314917127072
chrY	9790000	9795000	256	chrY_hg002	9265873	0	3552S1448M	90.3314917127072	-	529127	1448	90.3314917127072
chrY	9791000	9796000	256	chrY_hg002	9245610	0	2552S2448M	94.2401960784314	-	550390	2448	94.2401960784314
chrY	9791000	9796000	256	chrY_hg002	9265873	0	2552S2448M	94.2401960784314	-	530127	2448	94.2401960784314
chrY	9792000	9797000	256	chrY_hg002	9245610	0	1552S3448M	92.7784222737819	-	551390	3448	92.7784222737819
chrY	9793000	9798000	256	chrY_hg002	9245610	0	552S3593M855S	93.0698580573337	-	552390	3593	93.0698580573337
chrY	9794000	9799000	256	chrY_hg002	9246058	0	3145M1855S	92.0826709062003	-	552942	3145	92.0826709062003
chrY	9795000	9800000	256	chrY_hg002	9168736	0	2811S909M24I1256M	95.8885335769758	-	631264	2165	95.8885335769758
chrY	9795000	9800000	256	chrY_hg002	9270150	0	2811S909M24I1256M	95.8885335769758	-	529850	2165	95.8885335769758
chrY	9795000	9800000	256	chrY_hg002	9351290	0	2811S909M24I1256M	95.8885335769758	-	448710	2165	95.8885335769758
chrY	9795000	9800000	256	chrY_hg002	9371571	0	2811S909M24I1256M	95.8885335769758	-	428429	2165	95.8885335769758
chrY	9796000	9801000	256	chrY_hg002	9168736	0	1811S909M24I2256M	96.9269363436814	-	632264	3165	96.9269363436814
chrY	9796000	9801000	256	chrY_hg002	9270150	0	1811S909M24I2256M	96.9269363436814	-	530850	3165	96.9269363436814
chrY	9797000	9802000	256	chrY_hg002	9168736	0	811S909M24I2719M537S	97.2617743702081	-	633264	3628	97.2617743702081
chrY	9797000	9802000	256	chrY_hg002	9270150	0	811S909M24I2719M537S	97.2617743702081	-	531850	3628	97.2617743702081
chrY	9798000	9803000	256	chrY_hg002	9026939	0	720M20I2723M1537S	97.112330349408	-	776061	3443	97.112330349408
chrY	9798000	9803000	256	chrY_hg002	9168925	0	720M24I2719M1537S	97.112330349408	-	634075	3439	97.112330349408
chrY	9798000	9803000	256	chrY_hg002	9270339	0	720M24I2719M1537S	97.112330349408	-	532661	3439	97.112330349408
chrY	9799000	9804000	256	chrY_hg002	9169901	0	2463M2537S	99.3503857084856	-	634099	2463	99.3503857084856
chrY	9799000	9804000	256	chrY_hg002	9271315	0	2463M2537S	99.3503857084856	-	532685	2463	99.3503857084856
chrY	9800000	9805000	256	chrY_hg002	9028919	0	1463M3537S	99.3164730006835	-	776081	1463	99.3164730006835
chrY	9800000	9805000	256	chrY_hg002	9170901	0	1463M3537S	99.3164730006835	-	634099	1463	99.3164730006835
chrY	9800000	9805000	256	chrY_hg002	9272315	0	1463M3537S	99.3164730006835	-	532685	1463	99.3164730006835
chrY	9810000	9815000	256	chrY_hg002	9002167	0	3883S1117M	99.4628469113697	-	812833	1117	99.4628469113697
chrY	9810000	9815000	256	chrY_hg002	9184772	0	3883S1117M	99.4628469113697	-	630228	1117	99.4628469113697
chrY	9811000	9816000	256	chrY_hg002	9834192	0	2883S1530M3D587M	97.5436939064714	-	18192	2117	97.5436939064714
chrY	9812000	9817000	256	chrY_hg002	9610844	0	1883S1530M3D1587M	94.8026948989413	-	206156	3117	94.8026948989413
chrY	9813000	9818000	256	chrY_hg002	9245610	0	883S1530M3D2060M527S	95.4596100278552	-	572390	3590	95.4596100278552
chrY	9813000	9818000	256	chrY_hg002	9610844	0	883S1530M3D2060M527S	95.4596100278552	-	207156	3590	95.4596100278552
chrY	9814000	9819000	256	chrY_hg002	9610961	0	1413M3D2060M1527S	95.3354448603513	-	208039	3473	95.3354448603513
chrY	9815000	9820000	256	chrY_hg002	9611961	0	413M3D2060M2527S	93.7323089365144	-	208039	2473	93.7323089365144
chrY	9816000	9821000	256	chrY_hg002	9189031	0	2139S909M12I1940M	97.2037749038798	-	631969	2849	97.2037749038798
chrY	9816000	9821000	256	chrY_hg002	9209309	0	2139S909M12I1940M	97.2037749038798	-	611691	2849	97.2037749038798
chrY	9816000	9821000	256	chrY_hg002	9310727	0	2139S909M12I1940M	97.2037749038798	-	510273	2849	97.2037749038798
chrY	9817000	9822000	256	chrY_hg002	8965821	0	1139S3438M423S	97.5858057009889	-	856179	3438	97.5858057009889
chrY	9818000	9823000	256	chrY_hg002	9128174	0	139S909M12I2382M3I132M1423S	97.5858057009889	-	694826	3423	97.5858057009889
chrY	9818000	9823000	256	chrY_hg002	9229586	0	139S909M12I2382M3I132M1423S	97.5858057009889	-	593414	3423	97.5858057009889
chrY	9818000	9823000	256	chrY_hg002	9331004	0	139S909M8I2386M3I132M1423S	97.5858057009889	-	491996	3427	97.5858057009889
chrY	9819000	9824000	256	chrY_hg002	9778366	0	48M8I2521M2423S	97.0508343034536	-	45634	2569	97.0508343034536
chrY	9820000	9825000	256	chrY_hg002	8967682	0	1577M3423S	99.6829422954978	-	857318	1577	99.6829422954978
chrY	9831000	9836000	256	chrY_hg002	9022473	0	3191S1809M	92.2056384742952	-	813527	1809	92.2056384742952
chrY	9831000	9836000	256	chrY_hg002	9042805	0	3191S1809M	92.2056384742952	-	793195	1809	92.2056384742952
chrY	9832000	9837000	256	chrY_hg002	9265873	0	2191S2809M	94.9448202207191	-	571127	2809	94.9448202207191
chrY	9833000	9838000	256	chrY_hg002	9042805	0	1191S3611M198S	96.0121849903074	-	795195	3611	96.0121849903074
chrY	9833000	9838000	256	chrY_hg002	9265873	0	1191S3611M198S	96.0121849903074	-	572127	3611	96.0121849903074
chrY	9834000	9839000	256	chrY_hg002	9265873	0	191S3611M1198S	96.0121849903074	-	573127	3611	96.0121849903074
chrY	9835000	9840000	256	chrY_hg002	9043614	0	2802M2198S	94.8608137044968	-	796386	2802	94.8608137044968
chrY	9835000	9840000	256	chrY_hg002	9266682	0	2802M2198S	94.8608137044968	-	573318	2802	94.8608137044968
chrY	9836000	9841000	256	chrY_hg002	9168736	0	2468S141M2D766M6I878M1I740M	97.1563981042654	-	672264	2525	97.1563981042654
chrY	9836000	9841000	256	chrY_hg002	9229586	0	2468S141M2D766M8I1617M	97.1563981042654	-	611414	2524	97.1563981042654
chrY	9836000	9841000	256	chrY_hg002	9270150	0	2468S141M2D766M6I878M1I740M	97.1563981042654	-	570850	2525	97.1563981042654
chrY	9836000	9841000	256	chrY_hg002	9331004	0	2468S141M2D766M4I1621M	97.1563981042654	-	509996	2528	97.1563981042654
chrY	9836000	9841000	256	chrY_hg002	9371571	0	2468S141M2D766M6I878M1I740M	97.1563981042654	-	469429	2525	97.1563981042654
chrY	9837000	9842000	256	chrY_hg002	9128174	0	1468S141M2D766M8I1718M1I664M3I132M99S	97.6988057092922	-	713826	3421	97.6988057092922
chrY	9837000	9842000	256	chrY_hg002	9229586	0	1468S141M2D766M8I1718M1I664M3I132M99S	97.6988057092922	-	612414	3421	97.6988057092922
chrY	9837000	9842000	256	chrY_hg002	9331004	0	1468S141M2D766M4I1722M1I664M3I132M99S	97.6988057092922	-	510996	3425	97.6988057092922
